linker_id,name,xyz_file,smiles
449,dir_14_n_link__16_NEt2__site2,dir_14_n_link__16_NEt2__site2.xyz,CCN(c1ccc2c(c1)cnnc2)CC
450,dir_14_n_link__17_base__site1,dir_14_n_link__17_base__site1.xyz,n1ncc2c(c1)c(ccc2)[C@H]1C[C@@H]2CC[N@]1CC2
451,dir_14_n_link__17_base__site2,dir_14_n_link__17_base__site2.xyz,n1ncc2c(c1)cc(cc2)[C@H]1C[C@@H]2CC[N@]1CC2
452,dir_14_n_link__18_base__site1,dir_14_n_link__18_base__site1.xyz,n1ncc2c(c1)c(ccc2)[C@H]1C[N@@]2CC[C@H]1CC2
453,dir_14_n_link__18_base__site2,dir_14_n_link__18_base__site2.xyz,n1ncc2c(c1)cc(cc2)[C@H]1C[N@@]2CC[C@H]1CC2
454,dir_14_n_link__19_base__site1,dir_14_n_link__19_base__site1.xyz,n1ncc2c(c1)c(ccc2)[C@]12CC[N@](CC1)CC2
455,dir_14_n_link__19_base__site2,dir_14_n_link__19_base__site2.xyz,n1ncc2c(c1)cc(cc2)[C@]12CC[N@](CC1)CC2
456,dir_14_n_link__20_H2__site1,dir_14_n_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1cccc2c1cnnc2)C
457,dir_14_n_link__20_H2__site2,dir_14_n_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1ccc2c(c1)cnnc2)C
458,dir_14_n_link__21_H2__site1,dir_14_n_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1cccc2c1cnnc2
459,dir_14_n_link__21_H2__site2,dir_14_n_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1ccc2c(c1)cnnc2
460,dir_15_c_link__9_m-pyridine__site2,dir_15_c_link__9_m-pyridine__site2.xyz,c1ccc(cn1)c1ccc2c(-c3ccccc3CC2)c1
461,dir_15_c_link__9_m-pyridine__site3,dir_15_c_link__9_m-pyridine__site3.xyz,c1ccc(cn1)c1cccc2-c3c(CCc12)cccc3
462,dir_15_c_link__9_m-pyridine__site4,dir_15_c_link__9_m-pyridine__site4.xyz,c1ccc(cn1)[C@@H]1Cc2ccccc2-c2c1cccc2
463,dir_15_c_link__10_o-pyridine__site1,dir_15_c_link__10_o-pyridine__site1.xyz,c1ccc(nc1)c1cccc2c1-c1ccccc1CC2
464,dir_15_c_link__10_o-pyridine__site2,dir_15_c_link__10_o-pyridine__site2.xyz,c1ccc(nc1)c1ccc2c(-c3ccccc3CC2)c1
465,dir_15_c_link__10_o-pyridine__site3,dir_15_c_link__10_o-pyridine__site3.xyz,c1ccc(nc1)c1cccc2-c3c(CCc12)cccc3
466,dir_15_c_link__10_o-pyridine__site4,dir_15_c_link__10_o-pyridine__site4.xyz,c1ccc(nc1)[C@@H]1Cc2ccccc2-c2c1cccc2
467,dir_15_c_link__11_pyrazine__site1,dir_15_c_link__11_pyrazine__site1.xyz,c1cnc(cn1)c1cccc2c1-c1ccccc1CC2
468,dir_15_c_link__11_pyrazine__site2,dir_15_c_link__11_pyrazine__site2.xyz,c1cnc(cn1)c1ccc2c(-c3ccccc3CC2)c1
469,dir_15_c_link__11_pyrazine__site3,dir_15_c_link__11_pyrazine__site3.xyz,c1cnc(cn1)c1cccc2-c3c(CCc12)cccc3
470,dir_15_c_link__11_pyrazine__site4,dir_15_c_link__11_pyrazine__site4.xyz,c1ncc(nc1)[C@@H]1Cc2ccccc2-c2c1cccc2
471,dir_15_c_link__12_pyramidine_H1__site1,dir_15_c_link__12_pyramidine_H1__site1.xyz,n1ccc(nc1)c1cccc2c1-c1ccccc1CC2
472,dir_15_c_link__12_pyramidine_H1__site2,dir_15_c_link__12_pyramidine_H1__site2.xyz,n1ccc(nc1)c1ccc2c(-c3ccccc3CC2)c1
473,dir_15_c_link__12_pyramidine_H1__site3,dir_15_c_link__12_pyramidine_H1__site3.xyz,n1ccc(nc1)c1cccc2-c3c(CCc12)cccc3
474,dir_15_c_link__12_pyramidine_H1__site4,dir_15_c_link__12_pyramidine_H1__site4.xyz,n1ccc(nc1)[C@@H]1Cc2ccccc2-c2c1cccc2
475,dir_15_c_link__13_pyramidine__site1,dir_15_c_link__13_pyramidine__site1.xyz,c1ncc(cn1)c1cccc2c1-c1ccccc1CC2
476,dir_15_c_link__13_pyramidine__site2,dir_15_c_link__13_pyramidine__site2.xyz,c1ncc(cn1)c1ccc2c(-c3ccccc3CC2)c1
477,dir_15_c_link__13_pyramidine__site3,dir_15_c_link__13_pyramidine__site3.xyz,c1ncc(cn1)c1cccc2-c3c(CCc12)cccc3
478,dir_15_c_link__13_pyramidine__site4,dir_15_c_link__13_pyramidine__site4.xyz,c1ncc(cn1)[C@@H]1Cc2ccccc2-c2c1cccc2
479,dir_15_c_link__14_pyramidine__site1,dir_15_c_link__14_pyramidine__site1.xyz,c1cnc(nc1)c1cccc2c1-c1ccccc1CC2
480,dir_15_c_link__14_pyramidine__site2,dir_15_c_link__14_pyramidine__site2.xyz,c1cnc(nc1)c1ccc2c(-c3ccccc3CC2)c1
481,dir_15_c_link__14_pyramidine__site3,dir_15_c_link__14_pyramidine__site3.xyz,c1cnc(nc1)c1cccc2-c3c(CCc12)cccc3
482,dir_15_c_link__14_pyramidine__site4,dir_15_c_link__14_pyramidine__site4.xyz,c1cnc(nc1)[C@@H]1Cc2ccccc2-c2c1cccc2
483,dir_15_c_link__15_DABCO_H1__site1,dir_15_c_link__15_DABCO_H1__site1.xyz,c1cc([C@H]2C[N@@]3CC[N@]2CC3)c2-c3ccccc3CCc2c1
484,dir_15_c_link__15_DABCO_H1__site2,dir_15_c_link__15_DABCO_H1__site2.xyz,c1ccc2c(-c3cc(ccc3CC2)[C@H]2C[N@@]3CC[N@]2CC3)c1
485,dir_15_c_link__15_DABCO_H1__site3,dir_15_c_link__15_DABCO_H1__site3.xyz,c1ccc2-c3cccc(c3CCc2c1)[C@H]1C[N@@]2CC[N@]1CC2
486,dir_15_c_link__15_DABCO_H1__site4,dir_15_c_link__15_DABCO_H1__site4.xyz,c1ccc2-c3ccccc3C[C@H](c2c1)[C@H]1C[N@@]2CC[N@]1CC2
487,dir_15_c_link__16_NEt2__site1,dir_15_c_link__16_NEt2__site1.xyz,CCN(c1cccc2c1-c1ccccc1CC2)CC
488,dir_15_c_link__16_NEt2__site2,dir_15_c_link__16_NEt2__site2.xyz,CCN(c1ccc2c(-c3ccccc3CC2)c1)CC
489,dir_15_c_link__16_NEt2__site3,dir_15_c_link__16_NEt2__site3.xyz,CCN(c1cccc2-c3c(CCc12)cccc3)CC
490,dir_15_c_link__16_NEt2__site4,dir_15_c_link__16_NEt2__site4.xyz,CCN([C@@H]1Cc2ccccc2-c2c1cccc2)CC
491,dir_15_c_link__17_base__site1,dir_15_c_link__17_base__site1.xyz,c1cc([C@H]2C[C@@H]3CC[N@]2CC3)c2-c3ccccc3CCc2c1
492,dir_15_c_link__17_base__site2,dir_15_c_link__17_base__site2.xyz,c1ccc2c(-c3cc(ccc3CC2)[C@H]2C[C@@H]3CC[N@]2CC3)c1
493,dir_15_c_link__17_base__site3,dir_15_c_link__17_base__site3.xyz,c1ccc2-c3cccc(c3CCc2c1)[C@H]1C[C@@H]2CC[N@]1CC2
494,dir_15_c_link__17_base__site4,dir_15_c_link__17_base__site4.xyz,c1ccc2-c3ccccc3C[C@H](c2c1)[C@H]1C[C@@H]2CC[N@]1CC2
495,dir_15_c_link__18_base__site1,dir_15_c_link__18_base__site1.xyz,c1cc([C@H]2C[N@@]3CC[C@H]2CC3)c2-c3ccccc3CCc2c1
496,dir_15_c_link__18_base__site2,dir_15_c_link__18_base__site2.xyz,c1ccc2c(-c3cc(ccc3CC2)[C@H]2C[N@@]3CC[C@H]2CC3)c1
497,dir_15_c_link__18_base__site3,dir_15_c_link__18_base__site3.xyz,c1ccc2-c3cccc(c3CCc2c1)[C@H]1C[N@@]2CC[C@H]1CC2
498,dir_15_c_link__18_base__site4,dir_15_c_link__18_base__site4.xyz,c1ccc2-c3ccccc3C[C@H](c2c1)[C@H]1C[N@@]2CC[C@H]1CC2
499,dir_15_c_link__19_base__site1,dir_15_c_link__19_base__site1.xyz,c1cc2CCc3c(-c2c(c1)[C@]12CC[N@](CC1)CC2)cccc3
500,dir_15_c_link__19_base__site2,dir_15_c_link__19_base__site2.xyz,c1ccc2c(-c3cc(ccc3CC2)[C@]23CC[N@](CC2)CC3)c1
501,dir_15_c_link__19_base__site3,dir_15_c_link__19_base__site3.xyz,c1ccc2-c3cccc(c3CCc2c1)[C@]12CC[N@](CC1)CC2
502,dir_15_c_link__19_base__site4,dir_15_c_link__19_base__site4.xyz,c1ccc2-c3ccccc3C[C@H](c2c1)[C@]12CC[N@](CC1)CC2
503,dir_15_c_link__20_H2__site1,dir_15_c_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1cccc2c1-c1ccccc1CC2)C
504,dir_15_c_link__20_H2__site2,dir_15_c_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1ccc2c(-c3ccccc3CC2)c1)C
505,dir_15_c_link__20_H2__site3,dir_15_c_link__20_H2__site3.xyz,Nc1ccc(cc1)N(c1cccc2-c3c(CCc12)cccc3)C
506,dir_15_c_link__21_H2__site1,dir_15_c_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1cccc2c1-c1ccccc1CC2
507,dir_15_c_link__21_H2__site2,dir_15_c_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1ccc2c(-c3ccccc3CC2)c1
508,dir_15_c_link__21_H2__site3,dir_15_c_link__21_H2__site3.xyz,Nc1ccc(cc1)Nc1cccc2-c3c(CCc12)cccc3
509,dir_15_c_link__21_H2__site4,dir_15_c_link__21_H2__site4.xyz,Nc1ccc(cc1)N[C@@H]1Cc2ccccc2-c2c1cccc2
510,dir_15_c_link__1_NH2__site1,dir_15_c_link__1_NH2__site1.xyz,Nc1cccc2c1-c1ccccc1CC2
511,dir_15_c_link__1_NH2__site2,dir_15_c_link__1_NH2__site2.xyz,Nc1ccc2c(-c3ccccc3CC2)c1
512,dir_15_c_link__1_NH2__site3,dir_15_c_link__1_NH2__site3.xyz,Nc1cccc2-c3c(CCc12)cccc3
513,dir_15_c_link__1_NH2__site4,dir_15_c_link__1_NH2__site4.xyz,N[C@@H]1Cc2ccccc2-c2c1cccc2
514,dir_15_c_link__2_NMe2__site1,dir_15_c_link__2_NMe2__site1.xyz,CN(c1cccc2c1-c1ccccc1CC2)C
515,dir_15_c_link__2_NMe2__site2,dir_15_c_link__2_NMe2__site2.xyz,CN(c1ccc2c(-c3ccccc3CC2)c1)C
516,dir_15_c_link__2_NMe2__site3,dir_15_c_link__2_NMe2__site3.xyz,CN(c1cccc2-c3c(CCc12)cccc3)C
517,dir_15_c_link__2_NMe2__site4,dir_15_c_link__2_NMe2__site4.xyz,CN([C@@H]1Cc2ccccc2-c2c1cccc2)C
518,dir_15_c_link__3_N_iPr2__site1,dir_15_c_link__3_N_iPr2__site1.xyz,CC(N(c1cccc2c1-c1ccccc1CC2)C(C)C)C
519,dir_15_c_link__3_N_iPr2__site2,dir_15_c_link__3_N_iPr2__site2.xyz,CC(N(c1ccc2c(-c3ccccc3CC2)c1)C(C)C)C
520,dir_15_c_link__3_N_iPr2__site3,dir_15_c_link__3_N_iPr2__site3.xyz,CC(N(c1cccc2-c3c(CCc12)cccc3)C(C)C)C
521,dir_15_c_link__3_N_iPr2__site4,dir_15_c_link__3_N_iPr2__site4.xyz,CC(N([C@@H]1Cc2ccccc2-c2c1cccc2)C(C)C)C
522,dir_15_c_link__5_NPh2__site1,dir_15_c_link__5_NPh2__site1.xyz,c1ccc(cc1)N(c1cccc2c1-c1ccccc1CC2)c1ccccc1
523,dir_15_c_link__5_NPh2__site2,dir_15_c_link__5_NPh2__site2.xyz,c1ccc(cc1)N(c1ccc2c(-c3ccccc3CC2)c1)c1ccccc1
524,dir_15_c_link__5_NPh2__site3,dir_15_c_link__5_NPh2__site3.xyz,c1ccc(cc1)N(c1cccc2-c3c(CCc12)cccc3)c1ccccc1
525,dir_15_c_link__6_NPhNH2__site1,dir_15_c_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1cccc2c1-c1ccccc1CC2)c1ccc(cc1)N
526,dir_15_c_link__6_NPhNH2__site2,dir_15_c_link__6_NPhNH2__site2.xyz,Nc1ccc(cc1)N(c1ccc2c(-c3ccccc3CC2)c1)c1ccc(cc1)N
527,dir_15_c_link__6_NPhNH2__site3,dir_15_c_link__6_NPhNH2__site3.xyz,Nc1ccc(cc1)N(c1cccc2-c3c(CCc12)cccc3)c1ccc(cc1)N
528,dir_15_c_link__6_NPhNH2__site4,dir_15_c_link__6_NPhNH2__site4.xyz,Nc1ccc(cc1)N([C@@H]1Cc2ccccc2-c2c1cccc2)c1ccc(cc1)N
529,dir_15_c_link__7_pipyredine__site1,dir_15_c_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1cccc2c1-c1ccccc1CC2
530,dir_15_c_link__7_pipyredine__site2,dir_15_c_link__7_pipyredine__site2.xyz,C1CCN(CC1)c1ccc2c(-c3ccccc3CC2)c1
531,dir_15_c_link__7_pipyredine__site3,dir_15_c_link__7_pipyredine__site3.xyz,C1CCN(CC1)c1cccc2-c3c(CCc12)cccc3
532,dir_15_c_link__7_pipyredine__site4,dir_15_c_link__7_pipyredine__site4.xyz,C1CCN(CC1)[C@@H]1Cc2ccccc2-c2c1cccc2
533,dir_15_c_link__8_p-pyridine__site1,dir_15_c_link__8_p-pyridine__site1.xyz,n1ccc(cc1)c1cccc2c1-c1ccccc1CC2
534,dir_15_c_link__8_p-pyridine__site2,dir_15_c_link__8_p-pyridine__site2.xyz,n1ccc(cc1)c1ccc2c(-c3ccccc3CC2)c1
535,dir_15_c_link__8_p-pyridine__site3,dir_15_c_link__8_p-pyridine__site3.xyz,n1ccc(cc1)c1cccc2-c3c(CCc12)cccc3
536,dir_15_c_link__8_p-pyridine__site4,dir_15_c_link__8_p-pyridine__site4.xyz,n1ccc(cc1)[C@@H]1Cc2ccccc2-c2c1cccc2
537,dir_15_c_link__9_m-pyridine__site1,dir_15_c_link__9_m-pyridine__site1.xyz,c1ccc(cn1)c1cccc2c1-c1ccccc1CC2
538,dir_16_c_link__3_N_iPr2__site3,dir_16_c_link__3_N_iPr2__site3.xyz,CC(N(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)C(C)C)C
539,dir_16_c_link__5_NPh2__site2,dir_16_c_link__5_NPh2__site2.xyz,c1ccc(cc1)N(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)c1ccccc1
540,dir_16_c_link__5_NPh2__site3,dir_16_c_link__5_NPh2__site3.xyz,c1ccc(cc1)N(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)c1ccccc1
541,dir_16_c_link__6_NPhNH2__site1,dir_16_c_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1)c1ccc(cc1)N
542,dir_16_c_link__6_NPhNH2__site2,dir_16_c_link__6_NPhNH2__site2.xyz,Nc1ccc(cc1)N(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)c1ccc(cc1)N
543,dir_16_c_link__6_NPhNH2__site3,dir_16_c_link__6_NPhNH2__site3.xyz,Nc1ccc(cc1)N(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)c1ccc(cc1)N
544,dir_16_c_link__7_pipyredine__site1,dir_16_c_link__7_pipyredine__site1.xyz,C1CCN(CC1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
545,dir_16_c_link__7_pipyredine__site2,dir_16_c_link__7_pipyredine__site2.xyz,C1CCN(CC1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
546,dir_16_c_link__7_pipyredine__site3,dir_16_c_link__7_pipyredine__site3.xyz,C1CCN(CC1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
547,dir_16_c_link__8_p-pyridine__site1,dir_16_c_link__8_p-pyridine__site1.xyz,n1ccc(cc1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
548,dir_16_c_link__8_p-pyridine__site2,dir_16_c_link__8_p-pyridine__site2.xyz,n1ccc(cc1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
549,dir_16_c_link__8_p-pyridine__site3,dir_16_c_link__8_p-pyridine__site3.xyz,n1ccc(cc1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
550,dir_16_c_link__9_m-pyridine__site1,dir_16_c_link__9_m-pyridine__site1.xyz,c1ccc(cn1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
551,dir_16_c_link__9_m-pyridine__site2,dir_16_c_link__9_m-pyridine__site2.xyz,c1ccc(cn1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
552,dir_16_c_link__9_m-pyridine__site3,dir_16_c_link__9_m-pyridine__site3.xyz,c1ccc(cn1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
553,dir_16_c_link__10_o-pyridine__site1,dir_16_c_link__10_o-pyridine__site1.xyz,c1ccc(nc1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
554,dir_16_c_link__10_o-pyridine__site2,dir_16_c_link__10_o-pyridine__site2.xyz,c1ccc(nc1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
555,dir_16_c_link__10_o-pyridine__site3,dir_16_c_link__10_o-pyridine__site3.xyz,c1ccc(nc1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
556,dir_16_c_link__11_pyrazine__site1,dir_16_c_link__11_pyrazine__site1.xyz,c1ncc(nc1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
557,dir_16_c_link__11_pyrazine__site2,dir_16_c_link__11_pyrazine__site2.xyz,c1ncc(nc1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
558,dir_16_c_link__11_pyrazine__site3,dir_16_c_link__11_pyrazine__site3.xyz,c1cnc(cn1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
559,dir_16_c_link__1_NH2__site1,dir_16_c_link__1_NH2__site1.xyz,Nc1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
560,dir_16_c_link__1_NH2__site2,dir_16_c_link__1_NH2__site2.xyz,Nc1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
561,dir_16_c_link__1_NH2__site3,dir_16_c_link__1_NH2__site3.xyz,Nc1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
562,dir_16_c_link__2_NMe2__site1,dir_16_c_link__2_NMe2__site1.xyz,CN(c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1)C
563,dir_16_c_link__2_NMe2__site2,dir_16_c_link__2_NMe2__site2.xyz,CN(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)C
564,dir_16_c_link__2_NMe2__site3,dir_16_c_link__2_NMe2__site3.xyz,CN(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)C
565,dir_16_c_link__3_N_iPr2__site1,dir_16_c_link__3_N_iPr2__site1.xyz,CC(N(c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1)C(C)C)C
566,dir_16_c_link__3_N_iPr2__site2,dir_16_c_link__3_N_iPr2__site2.xyz,CC(N(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)C(C)C)C
567,dir_16_c_link__12_pyramidine_H1__site1,dir_16_c_link__12_pyramidine_H1__site1.xyz,n1ccc(nc1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
568,dir_16_c_link__12_pyramidine_H1__site2,dir_16_c_link__12_pyramidine_H1__site2.xyz,n1ccc(nc1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
569,dir_16_c_link__12_pyramidine_H1__site3,dir_16_c_link__12_pyramidine_H1__site3.xyz,n1ccc(nc1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
570,dir_16_c_link__13_pyramidine__site1,dir_16_c_link__13_pyramidine__site1.xyz,c1ncc(cn1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
571,dir_16_c_link__13_pyramidine__site2,dir_16_c_link__13_pyramidine__site2.xyz,c1ncc(cn1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
572,dir_16_c_link__13_pyramidine__site3,dir_16_c_link__13_pyramidine__site3.xyz,c1ncc(cn1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
573,dir_16_c_link__14_pyramidine__site1,dir_16_c_link__14_pyramidine__site1.xyz,c1cnc(nc1)c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
574,dir_16_c_link__14_pyramidine__site2,dir_16_c_link__14_pyramidine__site2.xyz,c1cnc(nc1)c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
575,dir_16_c_link__14_pyramidine__site3,dir_16_c_link__14_pyramidine__site3.xyz,c1cnc(nc1)c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
576,dir_16_c_link__15_DABCO_H1__site1,dir_16_c_link__15_DABCO_H1__site1.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc(cc1)[C@H]1C[N@@]2CC[N@]1CC2
577,dir_16_c_link__15_DABCO_H1__site2,dir_16_c_link__15_DABCO_H1__site2.xyz,c1cc2cc3cc4cc5ccccc5cc4cc3cc2c(c1)[C@H]1C[N@@]2CC[N@]1CC2
578,dir_16_c_link__15_DABCO_H1__site3,dir_16_c_link__15_DABCO_H1__site3.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)c([C@H]1C[N@@]3CC[N@]1CC3)c1c(c2)cccc1
579,dir_16_c_link__16_NEt2__site1,dir_16_c_link__16_NEt2__site1.xyz,CCN(c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1)CC
580,dir_16_c_link__16_NEt2__site2,dir_16_c_link__16_NEt2__site2.xyz,CCN(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)CC
581,dir_16_c_link__16_NEt2__site3,dir_16_c_link__16_NEt2__site3.xyz,CCN(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)CC
582,dir_16_c_link__17_base__site1,dir_16_c_link__17_base__site1.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc(cc1)[C@H]1C[C@@H]2CC[N@]1CC2
583,dir_16_c_link__17_base__site2,dir_16_c_link__17_base__site2.xyz,c1cc2cc3cc4cc5ccccc5cc4cc3cc2c(c1)[C@H]1C[C@@H]2CC[N@]1CC2
584,dir_16_c_link__17_base__site3,dir_16_c_link__17_base__site3.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)c([C@H]1C[C@@H]3CC[N@]1CC3)c1c(c2)cccc1
585,dir_16_c_link__18_base__site1,dir_16_c_link__18_base__site1.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc(cc1)[C@H]1C[N@@]2CC[C@H]1CC2
586,dir_16_c_link__18_base__site2,dir_16_c_link__18_base__site2.xyz,c1cc2cc3cc4cc5ccccc5cc4cc3cc2c(c1)[C@H]1C[N@@]2CC[C@H]1CC2
587,dir_16_c_link__18_base__site3,dir_16_c_link__18_base__site3.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)c([C@H]1C[N@@]3CC[C@H]1CC3)c1c(c2)cccc1
588,dir_16_c_link__19_base__site1,dir_16_c_link__19_base__site1.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cc(cc1)[C@]12CC[N@](CC1)CC2
589,dir_16_c_link__19_base__site2,dir_16_c_link__19_base__site2.xyz,c1cc2cc3cc4cc5ccccc5cc4cc3cc2c(c1)[C@]12CC[N@](CC1)CC2
590,dir_16_c_link__19_base__site3,dir_16_c_link__19_base__site3.xyz,c1ccc2c(c1)cc1c(c2)cc2c(c1)c(c1c(c2)cccc1)[C@]12CC[N@](CC1)CC2
591,dir_16_c_link__20_H2__site1,dir_16_c_link__20_H2__site1.xyz,Nc1ccc(cc1)N(c1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1)C
592,dir_16_c_link__20_H2__site2,dir_16_c_link__20_H2__site2.xyz,Nc1ccc(cc1)N(c1cccc2c1cc1cc3cc4ccccc4cc3cc1c2)C
593,dir_16_c_link__20_H2__site3,dir_16_c_link__20_H2__site3.xyz,Nc1ccc(cc1)N(c1c2cc3cc4ccccc4cc3cc2cc2c1cccc2)C
594,dir_16_c_link__21_H2__site1,dir_16_c_link__21_H2__site1.xyz,Nc1ccc(cc1)Nc1ccc2c(c1)cc1c(c2)cc2c(c1)cc1c(c2)cccc1
595,dir_16_c_link__21_H2__site2,dir_16_c_link__21_H2__site2.xyz,Nc1ccc(cc1)Nc1cccc2c1cc1cc3cc4ccccc4cc3cc1c2
596,dir_16_c_link__21_H2__site3,dir_16_c_link__21_H2__site3.xyz,Nc1ccc(cc1)Nc1c2cc3cc4ccccc4cc3cc2cc2c1cccc2
597,ch2_1_c_link__1_NH2__site1,ch2_1_c_link__1_NH2__site1.xyz,NCc1ccccc1
598,ch2_1_c_link__2_NMe2__site1,ch2_1_c_link__2_NMe2__site1.xyz,CN(Cc1ccccc1)C
599,ch2_1_c_link__3_N_iPr2__site1,ch2_1_c_link__3_N_iPr2__site1.xyz,CC(N(C(C)C)Cc1ccccc1)C
600,ch2_1_c_link__5_NPh2__site1,ch2_1_c_link__5_NPh2__site1.xyz,c1ccc(cc1)CN(c1ccccc1)c1ccccc1
601,ch2_1_c_link__6_NPhNH2__site1,ch2_1_c_link__6_NPhNH2__site1.xyz,Nc1ccc(cc1)N(c1ccc(cc1)N)Cc1ccccc1
602,ch2_1_c_link__8_p-pyridine__site1,ch2_1_c_link__8_p-pyridine__site1.xyz,c1ccc(cc1)Cc1ccncc1
603,ch2_1_c_link__9_m-pyridine__site1,ch2_1_c_link__9_m-pyridine__site1.xyz,c1ccc(cc1)Cc1cccnc1
604,ch2_1_c_link__10_o-pyridine__site1,ch2_1_c_link__10_o-pyridine__site1.xyz,c1ccc(cc1)Cc1ccccn1
605,ch2_1_c_link__11_pyrazine__site1,ch2_1_c_link__11_pyrazine__site1.xyz,c1ccc(cc1)Cc1cnccn1
606,ch2_1_c_link__12_pyramidine_H1__site1,ch2_1_c_link__12_pyramidine_H1__site1.xyz,c1ccc(cc1)Cc1ccncn1
607,ch2_1_c_link__13_pyramidine__site1,ch2_1_c_link__13_pyramidine__site1.xyz,c1ccc(cc1)Cc1cncnc1
608,ch2_1_c_link__14_pyramidine__site1,ch2_1_c_link__14_pyramidine__site1.xyz,c1ccc(cc1)Cc1ncccn1
609,ch2_1_c_link__15_DABCO_H1__site1,ch2_1_c_link__15_DABCO_H1__site1.xyz,c1ccc(cc1)C[C@H]1C[N@@]2CC[N@]1CC2
610,ch2_1_c_link__16_NEt2__site1,ch2_1_c_link__16_NEt2__site1.xyz,CCN(Cc1ccccc1)CC
611,ch2_1_c_link__17_base__site1,ch2_1_c_link__17_base__site1.xyz,C1C[N@]2CC[C@@H]1C[C@@H]2Cc1ccccc1
612,ch2_1_c_link__18_base__site1,ch2_1_c_link__18_base__site1.xyz,C1C[N@]2CC[C@@H]1[C@H](C2)Cc1ccccc1
613,ch2_1_c_link__19_base__site1,ch2_1_c_link__19_base__site1.xyz,c1ccc(cc1)C[C@]12CC[N@](CC1)CC2
614,ch2_2_c_link__1_NH2__site1,ch2_2_c_link__1_NH2__site1.xyz,NCc1ccccc1c1ccccc1
615,ch2_2_c_link__1_NH2__site2,ch2_2_c_link__1_NH2__site2.xyz,NCc1cccc(c1)c1ccccc1
